State,City Tier,Brand,Year of Manufacture,Owner Type,Seller Type,Fuel Type,Insurance Status,Price (INR),Registration Year,Avg Daily Distance (km),Engine Capacity (cc),Mileage (km/l),Efficiency score,Daily fuel consumption,Resale Price (INR),Resale score,Model,Depreciation
Gujarat,Tier 1,Royal Enfield,2015,Third,Individual,Electric,Not Available,"1,76,793.00 ",2022,59.43,524,76.19,0.15,0.78,"1,13,762.36 ",17680,Classic 350,63030.64
Tamil Nadu,Tier 1,Yamaha,2018,Third,Dealer,Petrol,Expired,"2,88,949.00 ",2022,9.82,360,46.29,0.13,0.21,"1,86,801.33 ",41279,R15 V4,102147.67
Rajasthan,Tier 1,Honda,2019,Third,Individual,Petrol,Not Available,"3,01,614.00 ",2022,68.98,879,48.61,0.06,1.42,"1,57,434.96 ",50269,Dio,144179.04
Madhya Pradesh,Tier 1,Yamaha,2018,Third,Dealer,Electric,Expired,"2,84,766.00 ",2022,18.19,652,86.22,0.13,0.21,"1,33,698.85 ",40681,Fascino 125,151067.15
Maharashtra,Tier 1,Honda,2020,Third,Dealer,Petrol,Expired,"2,27,573.00 ",2022,68.15,159,40.44,0.25,1.69,"1,53,237.75 ",45515,Unicorn,74335.25
Karnataka,Tier 1,Royal Enfield,2017,Third,Individual,Petrol,Not Available,"2,45,341.00 ",2022,29.46,710,35.57,0.05,0.83,"1,19,357.08 ",30668,Hunter 350,125983.92
Uttar Pradesh,Tier 1,KTM,2021,Third,Dealer,Electric,Not Available,"3,67,461.00 ",2022,25.96,965,83.62,0.09,0.31,"2,05,069.53 ",91866,Duke 200,162391.47
Punjab,Tier 1,Yamaha,2017,Third,Individual,Hybrid,Not Available,"3,81,238.00 ",2022,7.13,453,85.09,0.19,0.08,"2,58,589.20 ",47655,Ray ZR,122648.8
Delhi,Tier 1,KTM,2017,Third,Individual,Hybrid,Not Available,"3,77,333.00 ",2022,43.77,144,65.12,0.45,0.67,"2,55,886.03 ",47167,Duke 200,121446.97
Uttar Pradesh,Tier 1,Yamaha,2019,Third,Individual,Hybrid,Expired,"2,79,619.00 ",2022,7.06,925,71.08,0.08,0.1,"1,88,241.50 ",46604,Ray ZR,91377.5
West Bengal,Tier 1,Hero,2017,Third,Individual,Hybrid,Expired,"2,19,933.00 ",2022,21.7,166,60.13,0.36,0.36,"1,00,871.70 ",27492,Splendor Plus,119061.3
Uttar Pradesh,Tier 1,Kawasaki,2021,Third,Individual,Electric,Not Available,"3,57,588.00 ",2022,41.98,860,61.76,0.07,0.68,"1,47,714.27 ",89397,Z650,209873.73
Karnataka,Tier 1,TVS,2021,Third,Individual,Petrol,Active,"79,387.00 ",2022,10.16,804,57.05,0.07,0.18,"42,994.78 ",19847,Sport,36392.22
Madhya Pradesh,Tier 1,Royal Enfield,2017,Third,Dealer,Hybrid,Expired,"2,32,367.00 ",2022,66.12,475,67.65,0.14,0.98,"1,55,813.49 ",29046,Himalayan,76553.51
Madhya Pradesh,Tier 1,Royal Enfield,2016,Third,Individual,Petrol,Not Available,"1,96,488.00 ",2022,18.37,259,39.46,0.15,0.47,"1,00,571.53 ",21832,Hunter 350,95916.47
Rajasthan,Tier 1,KTM,2017,Third,Dealer,Electric,Not Available,"58,115.00 ",2022,34.17,718,83.19,0.12,0.41,"35,095.69 ",7265,125 Duke,23019.31
West Bengal,Tier 1,Honda,2021,Third,Dealer,Electric,Not Available,"1,24,469.00 ",2022,30.29,468,94.5,0.2,0.32,"74,726.87 ",31118,Dio,49742.13
Maharashtra,Tier 1,Yamaha,2019,Third,Dealer,Petrol,Not Available,"67,760.00 ",2022,58.95,522,47.3,0.09,1.25,"53,063.69 ",11294,R15 V4,14696.31
Rajasthan,Tier 1,Hero,2021,Third,Dealer,Petrol,Active,"1,01,186.00 ",2022,7.96,188,27.28,0.15,0.29,"57,289.08 ",25297,Passion Pro,43896.92
Tamil Nadu,Tier 1,Royal Enfield,2019,Third,Individual,Hybrid,Expired,"2,39,337.00 ",2022,60.99,299,98.78,0.33,0.62,"1,27,794.71 ",39890,Himalayan,111542.29
Delhi,Tier 1,Yamaha,2019,Third,Individual,Hybrid,Not Available,"2,89,007.00 ",2022,33.93,536,61.5,0.11,0.55,"1,86,301.76 ",48168,R15 V4,102705.24
Gujarat,Tier 1,Yamaha,2021,Third,Individual,Hybrid,Active,"2,84,385.00 ",2022,39.57,684,91.34,0.13,0.43,"1,15,128.47 ",71097,MT-15,169256.53
Karnataka,Tier 1,Honda,2015,Third,Dealer,Petrol,Expired,"3,47,423.00 ",2022,61.92,201,28.03,0.14,2.21,"2,62,744.61 ",34743,Activa,84678.39
Madhya Pradesh,Tier 1,Hero,2017,Third,Individual,Electric,Not Available,"2,44,425.00 ",2022,19.81,493,95.78,0.19,0.21,"1,84,807.23 ",30554,HF Deluxe,59617.77
Karnataka,Tier 1,Honda,2017,Third,Individual,Petrol,Expired,"1,41,601.00 ",2022,35.78,621,51.82,0.08,0.69,"1,05,354.57 ",17701,CBR 650R,36246.43
Maharashtra,Tier 1,Honda,2017,Third,Dealer,Petrol,Not Available,"65,175.00 ",2022,17.04,399,53.02,0.13,0.32,"50,414.49 ",8147,CBR 650R,14760.51
Gujarat,Tier 1,Kawasaki,2016,Third,Dealer,Hybrid,Active,"3,55,313.00 ",2022,67.88,579,70.56,0.12,0.96,"2,75,305.59 ",39480,Ninja 400,80007.41
Maharashtra,Tier 1,Kawasaki,2021,Third,Individual,Petrol,Expired,"1,98,108.00 ",2022,32.23,330,52.4,0.16,0.62,"1,51,052.07 ",49527,Versys 650,47055.93
Uttar Pradesh,Tier 1,Honda,2018,Third,Individual,Electric,Not Available,"91,202.00 ",2022,68.12,200,97.24,0.49,0.7,"70,256.04 ",13029,Unicorn,20945.96
Karnataka,Tier 1,Honda,2021,Third,Dealer,Petrol,Not Available,"89,427.00 ",2022,69.34,828,57.71,0.07,1.2,"49,072.55 ",22357,Unicorn,40354.45
Uttar Pradesh,Tier 1,Hero,2017,Third,Individual,Hybrid,Active,"3,05,162.00 ",2022,30.57,196,81.77,0.42,0.37,"2,01,622.88 ",38146,Glamour,103539.12
Gujarat,Tier 1,TVS,2021,Third,Dealer,Electric,Active,"1,33,984.00 ",2022,29.13,825,79.55,0.1,0.37,"1,02,547.84 ",33496,Apache RTR 160,31436.16
Tamil Nadu,Tier 1,TVS,2019,Third,Dealer,Hybrid,Not Available,"1,36,076.00 ",2022,21.45,718,80.8,0.11,0.27,"89,558.89 ",22680,Ronin,46517.11
Gujarat,Tier 1,Honda,2017,Third,Individual,Hybrid,Not Available,"2,11,818.00 ",2022,74.42,416,85.4,0.21,0.87,"1,27,083.99 ",26478,Activa,84734.01
Gujarat,Tier 1,Hero,2018,Third,Individual,Hybrid,Active,"3,80,088.00 ",2022,47.76,379,96.38,0.25,0.5,"2,91,860.15 ",54299,Splendor Plus,88227.85
Rajasthan,Tier 1,Bajaj,2019,Third,Dealer,Petrol,Expired,"3,39,088.00 ",2022,31.71,136,43.45,0.32,0.73,"1,75,531.29 ",56515,Platina 110,163556.71
Gujarat,Tier 1,TVS,2018,Third,Individual,Hybrid,Active,"83,992.00 ",2022,9,780,75.55,0.1,0.12,"56,666.45 ",11999,Ronin,27325.55
West Bengal,Tier 1,Royal Enfield,2021,Third,Individual,Petrol,Not Available,"3,96,064.00 ",2022,40.01,670,36.63,0.05,1.09,"2,73,269.77 ",99016,Interceptor 650,122794.23
Maharashtra,Tier 1,Royal Enfield,2021,Third,Individual,Hybrid,Expired,"2,79,288.00 ",2022,8.08,799,75.74,0.09,0.11,"1,88,777.70 ",69822,Hunter 350,90510.3
Maharashtra,Tier 1,TVS,2015,Third,Dealer,Electric,Expired,"1,52,833.00 ",2022,68.54,437,75.54,0.17,0.91,"1,07,605.24 ",15284,NTorq 125,45227.76
Punjab,Tier 1,TVS,2019,Third,Individual,Hybrid,Expired,"3,26,439.00 ",2022,19.5,321,78.77,0.25,0.25,"1,44,439.99 ",54407,Ronin,181999.01
Madhya Pradesh,Tier 1,Hero,2020,Third,Individual,Petrol,Active,"64,277.00 ",2022,33.1,821,46.42,0.06,0.71,"26,530.23 ",12856,Passion Pro,37746.77
West Bengal,Tier 1,Royal Enfield,2021,Third,Individual,Hybrid,Active,"91,940.00 ",2022,59.09,885,86.57,0.1,0.68,"56,541.10 ",22985,Himalayan,35398.9
Rajasthan,Tier 1,Honda,2020,Third,Dealer,Hybrid,Expired,"1,64,495.00 ",2022,11.9,217,83.15,0.38,0.14,"76,031.46 ",32899,Unicorn,88463.54
West Bengal,Tier 1,Kawasaki,2020,Third,Dealer,Electric,Expired,"2,50,026.00 ",2022,7.69,427,84.49,0.2,0.09,"1,64,760.99 ",50006,Vulcan S,85265.01
Uttar Pradesh,Tier 1,Honda,2021,Third,Individual,Electric,Active,"1,10,907.00 ",2022,11.22,655,91.05,0.14,0.12,"62,284.05 ",27727,Activa,48622.95
Delhi,Tier 1,Royal Enfield,2021,Third,Dealer,Petrol,Active,"2,64,839.00 ",2022,68.26,959,38.76,0.04,1.76,"1,31,458.48 ",66210,Hunter 350,133380.52
Madhya Pradesh,Tier 1,KTM,2016,Third,Dealer,Hybrid,Expired,"94,023.00 ",2022,54.71,446,80.27,0.18,0.68,"47,536.95 ",10447,250 Duke,46486.05
Maharashtra,Tier 1,Hero,2019,Third,Individual,Petrol,Expired,"3,65,129.00 ",2022,41.17,221,59.44,0.27,0.69,"2,86,850.83 ",60855,Xtreme 160R,78278.17
Madhya Pradesh,Tier 1,TVS,2020,Third,Dealer,Electric,Active,"1,21,024.00 ",2022,50.18,357,78.97,0.22,0.64,"61,035.40 ",24205,Jupiter,59988.6
Punjab,Tier 1,Yamaha,2018,Third,Individual,Hybrid,Expired,"2,91,145.00 ",2022,79.98,695,69.8,0.1,1.15,"1,28,953.19 ",41593,FZ V3,162191.81
Delhi,Tier 1,Honda,2015,Third,Dealer,Petrol,Not Available,"69,958.00 ",2022,31.38,230,36.9,0.16,0.85,"38,953.47 ",6996,Shine,31004.53
Rajasthan,Tier 1,Yamaha,2020,Third,Dealer,Petrol,Not Available,"1,11,735.00 ",2022,44.23,185,43.42,0.23,1.02,"65,865.50 ",22347,Ray ZR,45869.5
Madhya Pradesh,Tier 1,Bajaj,2021,Third,Dealer,Electric,Active,"99,620.00 ",2022,41.26,302,60.75,0.2,0.68,"53,183.41 ",24905,CT 100,46436.59
Gujarat,Tier 1,Hero,2017,Third,Individual,Hybrid,Expired,"2,55,680.00 ",2022,60.25,338,81.64,0.24,0.74,"1,76,278.95 ",31960,HF Deluxe,79401.05
Karnataka,Tier 1,Hero,2021,Third,Individual,Hybrid,Not Available,"2,69,237.00 ",2022,52.66,855,79.22,0.09,0.66,"1,98,645.22 ",67310,Splendor Plus,70591.78
Rajasthan,Tier 1,Kawasaki,2016,Third,Individual,Petrol,Expired,"3,01,186.00 ",2022,43.98,432,39.01,0.09,1.13,"1,73,708.54 ",33466,Vulcan S,127477.46
Gujarat,Tier 1,Yamaha,2018,Third,Dealer,Petrol,Active,"91,581.00 ",2022,37.76,597,58.73,0.1,0.64,"64,964.83 ",13083,R15 V4,26616.17
Tamil Nadu,Tier 1,Yamaha,2019,Third,Dealer,Petrol,Active,"56,728.00 ",2022,54.33,949,25.01,0.03,2.17,"28,811.47 ",9455,R15 V4,27916.53
Tamil Nadu,Tier 1,KTM,2019,Third,Dealer,Electric,Expired,"2,10,801.00 ",2022,49.46,395,66.05,0.17,0.75,"1,09,535.09 ",35134,Duke 200,101265.91
Punjab,Tier 1,Kawasaki,2018,Third,Individual,Electric,Not Available,"2,10,266.00 ",2022,27.68,135,75.65,0.56,0.37,"98,108.94 ",30038,Z650,112157.06
Punjab,Tier 1,Hero,2017,Third,Dealer,Electric,Active,"2,88,187.00 ",2022,56.48,823,91.31,0.11,0.62,"1,96,649.42 ",36024,Passion Pro,91537.58
Gujarat,Tier 1,Yamaha,2018,Third,Individual,Electric,Active,"1,78,098.00 ",2022,27.16,663,74.26,0.11,0.37,"75,685.39 ",25443,R15 V4,102412.61
Madhya Pradesh,Tier 1,Royal Enfield,2015,Third,Dealer,Hybrid,Not Available,"2,84,107.00 ",2022,37.1,699,85.82,0.12,0.43,"1,69,774.67 ",28411,Interceptor 650,114332.33
Tamil Nadu,Tier 1,Yamaha,2018,Third,Dealer,Electric,Not Available,"2,47,561.00 ",2022,48.28,625,75.06,0.12,0.64,"1,95,147.85 ",35366,Fascino 125,52413.15
Maharashtra,Tier 1,Kawasaki,2020,Third,Individual,Electric,Expired,"3,89,820.00 ",2022,67.32,161,71.45,0.44,0.94,"1,93,302.32 ",77964,Versys 650,196517.68
Tamil Nadu,Tier 1,Yamaha,2020,Third,Dealer,Hybrid,Active,"92,597.00 ",2022,75.2,775,74.33,0.1,1.01,"60,747.05 ",18520,Fascino 125,31849.95
Punjab,Tier 1,TVS,2019,Third,Dealer,Electric,Not Available,"1,76,754.00 ",2022,24.21,612,72.58,0.12,0.33,"99,442.14 ",29459,NTorq 125,77311.86
Punjab,Tier 1,Honda,2017,Third,Individual,Petrol,Not Available,"1,12,406.00 ",2022,24.2,283,39.19,0.14,0.62,"71,753.59 ",14051,Activa,40652.41
Madhya Pradesh,Tier 1,TVS,2018,Third,Individual,Electric,Not Available,"3,66,633.00 ",2022,47.76,611,86.29,0.14,0.55,"2,13,215.74 ",52377,NTorq 125,153417.26
Delhi,Tier 1,Hero,2021,Third,Dealer,Petrol,Not Available,"2,09,798.00 ",2022,34.05,343,40.28,0.12,0.85,"1,08,434.39 ",52450,HF Deluxe,101363.61
Punjab,Tier 1,KTM,2018,Third,Dealer,Hybrid,Active,"1,03,552.00 ",2022,42.18,580,90.41,0.16,0.47,"42,920.79 ",14794,250 Duke,60631.21
Tamil Nadu,Tier 1,Yamaha,2017,Third,Dealer,Hybrid,Not Available,"1,47,827.00 ",2022,66.69,768,93.97,0.12,0.71,"59,473.47 ",18479,Ray ZR,88353.53
Punjab,Tier 1,TVS,2020,Third,Dealer,Petrol,Active,"66,036.00 ",2022,72.43,637,27.9,0.04,2.6,"40,911.93 ",13208,Ronin,25124.07
Karnataka,Tier 1,KTM,2019,Third,Dealer,Electric,Expired,"3,42,599.00 ",2022,48.58,628,66.8,0.11,0.73,"1,79,524.90 ",57100,Duke 200,163074.1
West Bengal,Tier 1,Yamaha,2017,Third,Dealer,Petrol,Active,"2,35,832.00 ",2022,27.46,306,59.51,0.19,0.46,"1,66,659.08 ",29479,Fascino 125,69172.92
Punjab,Tier 1,Bajaj,2021,Third,Dealer,Hybrid,Not Available,"3,04,243.00 ",2022,29.3,167,84.61,0.51,0.35,"1,88,498.24 ",76061,Pulsar 150,115744.76
Punjab,Tier 1,Honda,2016,Third,Individual,Electric,Expired,"1,02,423.00 ",2022,32.99,139,64.71,0.47,0.51,"69,058.05 ",11381,Unicorn,33364.95
Punjab,Tier 1,Royal Enfield,2015,Third,Dealer,Hybrid,Expired,"1,26,128.00 ",2022,79.38,199,93.51,0.47,0.85,"58,444.01 ",12613,Hunter 350,67683.99
Karnataka,Tier 1,Yamaha,2019,Third,Individual,Hybrid,Expired,"2,64,948.00 ",2022,60.33,443,61.25,0.14,0.98,"1,42,288.15 ",44158,MT-15,122659.85
Uttar Pradesh,Tier 1,Yamaha,2021,Third,Dealer,Hybrid,Not Available,"3,61,928.00 ",2022,33.26,536,81.54,0.15,0.41,"2,02,858.73 ",90482,FZ V3,159069.27
Maharashtra,Tier 1,TVS,2020,Third,Dealer,Electric,Active,"1,04,026.00 ",2022,65.17,871,99.55,0.11,0.65,"43,486.65 ",20806,Sport,60539.35
Delhi,Tier 1,Royal Enfield,2021,Third,Individual,Hybrid,Expired,"1,01,528.00 ",2022,74.52,134,67.62,0.5,1.1,"42,336.68 ",25382,Classic 350,59191.32
Delhi,Tier 1,Hero,2020,Third,Dealer,Hybrid,Not Available,"1,81,203.00 ",2022,56.15,500,72.94,0.15,0.77,"1,10,589.64 ",36241,Passion Pro,70613.36
Karnataka,Tier 1,Royal Enfield,2017,Third,Individual,Hybrid,Active,"97,504.00 ",2022,6.45,528,73.27,0.14,0.09,"52,666.00 ",12188,Classic 350,44838
Maharashtra,Tier 1,Bajaj,2020,Third,Dealer,Hybrid,Expired,"91,648.00 ",2022,43.16,245,86.34,0.35,0.5,"39,738.66 ",18330,CT 100,51909.34
Madhya Pradesh,Tier 1,TVS,2015,Third,Dealer,Petrol,Not Available,"1,43,687.00 ",2022,62.85,618,54.93,0.09,1.14,"1,09,795.41 ",14369,Apache RTR 160,33891.59
Tamil Nadu,Tier 1,Royal Enfield,2019,Third,Dealer,Electric,Not Available,"1,14,134.00 ",2022,17.01,478,60.94,0.13,0.28,"84,330.99 ",19023,Classic 350,29803.01
Maharashtra,Tier 1,Hero,2016,Third,Individual,Petrol,Expired,"2,53,802.00 ",2022,63.78,505,38.68,0.08,1.65,"1,90,980.75 ",28201,Splendor Plus,62821.25
Maharashtra,Tier 1,Yamaha,2017,Third,Dealer,Electric,Active,"3,27,917.00 ",2022,47.6,449,68.28,0.15,0.7,"1,90,223.15 ",40990,MT-15,137693.85
Gujarat,Tier 1,TVS,2018,Third,Dealer,Electric,Not Available,"2,11,610.00 ",2022,63.03,976,83.89,0.09,0.75,"97,110.65 ",30230,NTorq 125,114499.35
Punjab,Tier 1,Bajaj,2020,Third,Individual,Hybrid,Active,"1,39,297.00 ",2022,7.79,574,86.96,0.15,0.09,"91,384.65 ",27860,Platina 110,47912.35
West Bengal,Tier 1,Hero,2017,Third,Individual,Hybrid,Active,"50,727.00 ",2022,65.24,867,69.38,0.08,0.94,"30,780.40 ",6341,Splendor Plus,19946.6
Gujarat,Tier 1,Yamaha,2020,Third,Individual,Petrol,Active,"2,11,854.00 ",2022,54.46,527,54.17,0.1,1.01,"1,28,000.17 ",42371,FZ V3,83853.83
Gujarat,Tier 1,Honda,2020,Third,Dealer,Petrol,Not Available,"74,246.00 ",2022,78.02,473,34.49,0.07,2.26,"29,726.98 ",14850,CBR 650R,44519.02
Karnataka,Tier 1,Royal Enfield,2018,Third,Individual,Hybrid,Expired,"2,63,601.00 ",2022,41.21,330,70.16,0.21,0.59,"2,05,115.11 ",37658,Interceptor 650,58485.89
Uttar Pradesh,Tier 1,Kawasaki,2016,Third,Individual,Hybrid,Active,"2,40,009.00 ",2022,53.12,969,72.6,0.07,0.73,"1,16,432.47 ",26668,Z650,123576.53
Madhya Pradesh,Tier 1,TVS,2019,Third,Individual,Petrol,Not Available,"73,680.00 ",2022,53.4,309,53.5,0.17,1,"29,769.73 ",12280,Jupiter,43910.27
Uttar Pradesh,Tier 1,Yamaha,2015,Third,Individual,Electric,Expired,"2,21,237.00 ",2022,71.67,550,84.74,0.15,0.85,"1,75,700.95 ",22124,Fascino 125,45536.05
Delhi,Tier 1,KTM,2021,Third,Individual,Hybrid,Not Available,"2,75,828.00 ",2022,69.49,105,83.43,0.79,0.83,"2,12,207.24 ",68957,390 Adventure,63620.76
Karnataka,Tier 1,Kawasaki,2018,Third,Individual,Petrol,Active,"3,46,646.00 ",2022,58.57,486,38.25,0.08,1.53,"2,24,866.57 ",49521,Vulcan S,121779.43
Maharashtra,Tier 1,Kawasaki,2016,Third,Dealer,Electric,Not Available,"2,08,794.00 ",2022,74.2,709,72.59,0.1,1.02,"1,45,984.03 ",23200,Ninja 400,62809.97
Delhi,Tier 1,Yamaha,2016,Third,Individual,Petrol,Not Available,"3,23,622.00 ",2022,67.94,530,55.28,0.1,1.23,"1,70,517.52 ",35958,Ray ZR,153104.48
Gujarat,Tier 1,KTM,2019,Third,Individual,Hybrid,Expired,"1,63,231.00 ",2022,7.34,216,99.61,0.46,0.07,"86,359.27 ",27206,RC 390,76871.73
Rajasthan,Tier 1,TVS,2021,Third,Individual,Electric,Expired,"2,87,321.00 ",2022,32.51,734,66.98,0.09,0.49,"1,44,012.57 ",71831,NTorq 125,143308.43
West Bengal,Tier 1,Yamaha,2016,Third,Individual,Hybrid,Active,"2,27,450.00 ",2022,38.97,229,97.09,0.42,0.4,"1,74,678.62 ",25273,FZ V3,52771.38
Punjab,Tier 1,Royal Enfield,2017,Third,Individual,Hybrid,Expired,"2,98,362.00 ",2022,25.48,139,90.78,0.65,0.28,"1,99,869.85 ",37296,Himalayan,98492.15
Delhi,Tier 1,Yamaha,2021,Third,Dealer,Petrol,Expired,"3,73,606.00 ",2022,16.98,823,58.73,0.07,0.29,"1,75,930.62 ",93402,R15 V4,197675.38
West Bengal,Tier 1,TVS,2021,Third,Dealer,Hybrid,Not Available,"2,37,227.00 ",2022,39.2,464,67.9,0.15,0.58,"1,78,216.94 ",59307,Jupiter,59010.06
Maharashtra,Tier 1,KTM,2021,Third,Dealer,Electric,Expired,"2,98,524.00 ",2022,56.99,840,91.98,0.11,0.62,"1,83,698.24 ",74631,390 Adventure,114825.76
West Bengal,Tier 1,Hero,2016,Third,Individual,Hybrid,Not Available,"2,08,478.00 ",2022,71.64,790,88.34,0.11,0.81,"1,25,221.68 ",23165,Glamour,83256.32
Rajasthan,Tier 1,Bajaj,2019,Third,Dealer,Hybrid,Active,"1,60,282.00 ",2022,7.12,981,71.83,0.07,0.1,"1,13,673.11 ",26714,Avenger 220,46608.89
Punjab,Tier 1,Bajaj,2017,Third,Dealer,Hybrid,Active,"63,003.00 ",2022,69.13,557,87.33,0.16,0.79,"35,948.49 ",7876,Dominar 400,27054.51
Maharashtra,Tier 1,TVS,2016,Third,Individual,Petrol,Expired,"1,35,488.00 ",2022,57.08,362,59.57,0.16,0.96,"95,677.60 ",15055,NTorq 125,39810.4
Punjab,Tier 1,Yamaha,2020,Third,Dealer,Hybrid,Not Available,"1,86,839.00 ",2022,39.25,275,98.23,0.36,0.4,"1,26,610.77 ",37368,Fascino 125,60228.23
Maharashtra,Tier 1,Royal Enfield,2021,Third,Individual,Hybrid,Not Available,"1,84,389.00 ",2022,20.78,196,80,0.41,0.26,"77,523.49 ",46098,Himalayan,106865.51
Tamil Nadu,Tier 1,Royal Enfield,2020,Third,Individual,Electric,Expired,"3,85,732.00 ",2022,67.17,135,82.3,0.61,0.82,"2,86,595.51 ",77147,Himalayan,99136.49
Gujarat,Tier 1,Kawasaki,2019,Third,Individual,Petrol,Active,"3,61,399.00 ",2022,29.22,564,53.86,0.1,0.54,"2,85,096.26 ",60234,Versys 650,76302.74
Karnataka,Tier 1,KTM,2015,Third,Individual,Hybrid,Expired,"2,22,915.00 ",2022,74.6,550,82.16,0.15,0.91,"1,07,056.99 ",22292,250 Duke,115858.01
Maharashtra,Tier 1,Hero,2019,Third,Dealer,Electric,Not Available,"2,13,536.00 ",2022,31.7,874,89.09,0.1,0.36,"92,146.55 ",35590,Xtreme 160R,121389.45
Madhya Pradesh,Tier 1,Yamaha,2015,Third,Individual,Petrol,Expired,"3,67,784.00 ",2022,62.14,651,34.65,0.05,1.79,"2,84,203.46 ",36779,R15 V4,83580.54
Madhya Pradesh,Tier 1,Kawasaki,2020,Third,Dealer,Hybrid,Active,"76,657.00 ",2022,73.33,486,85.85,0.18,0.85,"52,337.66 ",15332,Vulcan S,24319.34
Rajasthan,Tier 1,Kawasaki,2018,Third,Individual,Electric,Active,"2,80,526.00 ",2022,74.81,552,66.59,0.12,1.12,"1,37,007.26 ",40076,Versys 650,143518.74
Karnataka,Tier 1,Honda,2021,Third,Individual,Petrol,Expired,"1,66,128.00 ",2022,30.16,870,49.61,0.06,0.61,"1,17,522.71 ",41532,Shine,48605.29
Punjab,Tier 1,TVS,2017,Third,Individual,Electric,Expired,"1,90,466.00 ",2022,27.7,471,99.63,0.21,0.28,"1,07,752.52 ",23809,Sport,82713.48
Madhya Pradesh,Tier 1,KTM,2015,Third,Dealer,Electric,Expired,"1,89,471.00 ",2022,11.34,908,63.42,0.07,0.18,"91,266.61 ",18948,250 Duke,98204.39
West Bengal,Tier 1,Hero,2021,Third,Individual,Electric,Expired,"1,18,261.00 ",2022,59.62,754,71.92,0.1,0.83,"70,160.89 ",29566,Passion Pro,48100.11
Maharashtra,Tier 1,Honda,2017,Third,Dealer,Petrol,Active,"96,238.00 ",2022,69.91,380,53.17,0.14,1.31,"70,637.43 ",12030,Shine,25600.57
Maharashtra,Tier 1,KTM,2021,Third,Individual,Electric,Not Available,"1,51,843.00 ",2022,40.38,663,61.53,0.09,0.66,"85,688.31 ",37961,125 Duke,66154.69
Punjab,Tier 1,Yamaha,2016,Third,Dealer,Petrol,Active,"1,75,944.00 ",2022,75.11,546,29.89,0.05,2.51,"77,928.13 ",19550,Fascino 125,98015.87
Uttar Pradesh,Tier 1,TVS,2017,Second,Dealer,Hybrid,Not Available,"96,480.00 ",2021,33.98,648,77.42,0.12,0.44,"56,022.88 ",12060,NTorq 125,40457.12
Uttar Pradesh,Tier 1,Kawasaki,2015,Second,Dealer,Hybrid,Expired,"57,231.00 ",2021,52.27,435,93.59,0.22,0.56,"43,829.89 ",5724,Versys 650,13401.11
Tamil Nadu,Tier 1,TVS,2016,Second,Individual,Petrol,Not Available,"1,42,576.00 ",2021,9.38,705,31.41,0.04,0.3,"77,826.08 ",15842,Apache RTR 160,64749.92
Uttar Pradesh,Tier 1,Royal Enfield,2020,Second,Dealer,Electric,Not Available,"1,67,254.00 ",2021,16.1,109,84.15,0.77,0.19,"1,29,455.70 ",33451,Interceptor 650,37798.3
Maharashtra,Tier 1,TVS,2019,Second,Dealer,Electric,Not Available,"59,238.00 ",2021,76.24,613,74.92,0.12,1.02,"23,956.86 ",9873,Jupiter,35281.14
Karnataka,Tier 1,Kawasaki,2018,Second,Individual,Electric,Not Available,"70,806.00 ",2021,74.93,473,82.97,0.18,0.9,"43,484.10 ",10116,Ninja 300,27321.9
Tamil Nadu,Tier 1,KTM,2016,Second,Dealer,Electric,Expired,"52,478.00 ",2021,23.46,553,78.12,0.14,0.3,"23,506.38 ",5831,RC 390,28971.62
Tamil Nadu,Tier 1,Hero,2019,Second,Individual,Petrol,Not Available,"3,78,425.00 ",2021,20.45,841,52.39,0.06,0.39,"1,62,500.49 ",63071,Splendor Plus,215924.51
West Bengal,Tier 1,Hero,2020,Second,Dealer,Hybrid,Expired,"3,80,384.00 ",2021,25.92,335,63.35,0.19,0.41,"1,98,052.64 ",76077,Splendor Plus,182331.36
Karnataka,Tier 1,TVS,2020,Second,Dealer,Petrol,Expired,"1,92,201.00 ",2021,41.66,519,31.29,0.06,1.33,"1,27,688.63 ",38441,Ronin,64512.37
Tamil Nadu,Tier 1,Kawasaki,2020,Second,Dealer,Hybrid,Not Available,"3,62,683.00 ",2021,11.79,606,64.33,0.11,0.18,"2,27,928.60 ",72537,Vulcan S,134754.4
Rajasthan,Tier 1,Royal Enfield,2021,Second,Individual,Petrol,Expired,"1,30,774.00 ",2021,15.86,422,31.99,0.08,0.5,"75,197.62 ",32694,Himalayan,55576.38
West Bengal,Tier 1,TVS,2019,Second,Dealer,Electric,Expired,"2,08,497.00 ",2021,28.05,929,75.41,0.08,0.37,"1,10,550.17 ",34750,Jupiter,97946.83
Uttar Pradesh,Tier 1,Bajaj,2020,Second,Dealer,Petrol,Not Available,"1,29,593.00 ",2021,56.28,931,33.93,0.04,1.66,"1,00,760.75 ",25919,Platina 110,28832.25
Gujarat,Tier 1,Kawasaki,2021,Second,Dealer,Hybrid,Not Available,"2,36,056.00 ",2021,67.17,905,89.69,0.1,0.75,"1,03,137.52 ",59014,Versys 650,132918.48
Rajasthan,Tier 1,Hero,2018,Second,Dealer,Hybrid,Expired,"1,34,558.00 ",2021,54.51,844,82.98,0.1,0.66,"76,700.88 ",19223,HF Deluxe,57857.12
Punjab,Tier 1,Hero,2019,Second,Individual,Electric,Not Available,"2,42,062.00 ",2021,27.25,524,99.66,0.19,0.27,"1,14,986.54 ",40344,Xtreme 160R,127075.46
